data_name,mask_id,mask,pos_mask_ids
myops_training_101_slice_0,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_101_slice_1,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_101_slice_2,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_101_slice_3,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_101_slice_4,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_102_slice_0,2,"[True, False, False]",[2]
myops_training_102_slice_1,2,"[True, False, False]",[2]
myops_training_102_slice_2,2,"[True, False, False]",[2]
myops_training_103_slice_0,4,"[True, True, False]","[1, 2, 4]"
myops_training_103_slice_1,4,"[True, True, False]","[1, 2, 4]"
myops_training_103_slice_2,4,"[True, True, False]","[1, 2, 4]"
myops_training_104_slice_0,1,"[False, True, False]",[1]
myops_training_104_slice_1,1,"[False, True, False]",[1]
myops_training_104_slice_2,1,"[False, True, False]",[1]
myops_training_104_slice_3,1,"[False, True, False]",[1]
myops_training_104_slice_4,1,"[False, True, False]",[1]
myops_training_104_slice_5,1,"[False, True, False]",[1]
myops_training_105_slice_0,1,"[False, True, False]",[1]
myops_training_105_slice_1,1,"[False, True, False]",[1]
myops_training_105_slice_2,1,"[False, True, False]",[1]
myops_training_106_slice_0,1,"[False, True, False]",[1]
myops_training_106_slice_1,1,"[False, True, False]",[1]
myops_training_106_slice_2,1,"[False, True, False]",[1]
myops_training_108_slice_0,4,"[True, True, False]","[1, 2, 4]"
myops_training_108_slice_1,4,"[True, True, False]","[1, 2, 4]"
myops_training_108_slice_2,4,"[True, True, False]","[1, 2, 4]"
myops_training_109_slice_0,0,"[False, False, True]",[0]
myops_training_109_slice_1,0,"[False, False, True]",[0]
myops_training_109_slice_2,0,"[False, False, True]",[0]
myops_training_109_slice_3,0,"[False, False, True]",[0]
myops_training_109_slice_4,0,"[False, False, True]",[0]
myops_training_110_slice_0,0,"[False, False, True]",[0]
myops_training_110_slice_1,0,"[False, False, True]",[0]
myops_training_110_slice_2,0,"[False, False, True]",[0]
myops_training_110_slice_3,0,"[False, False, True]",[0]
myops_training_110_slice_4,0,"[False, False, True]",[0]
myops_training_112_slice_0,1,"[False, True, False]",[1]
myops_training_112_slice_1,1,"[False, True, False]",[1]
myops_training_112_slice_2,1,"[False, True, False]",[1]
myops_training_112_slice_3,1,"[False, True, False]",[1]
myops_training_112_slice_4,1,"[False, True, False]",[1]
myops_training_113_slice_0,4,"[True, True, False]","[1, 2, 4]"
myops_training_113_slice_1,4,"[True, True, False]","[1, 2, 4]"
myops_training_113_slice_2,4,"[True, True, False]","[1, 2, 4]"
myops_training_114_slice_0,1,"[False, True, False]",[1]
myops_training_114_slice_1,1,"[False, True, False]",[1]
myops_training_114_slice_2,1,"[False, True, False]",[1]
myops_training_114_slice_3,1,"[False, True, False]",[1]
myops_training_114_slice_4,1,"[False, True, False]",[1]
myops_training_116_slice_0,3,"[False, True, True]","[0, 1, 3]"
myops_training_116_slice_1,3,"[False, True, True]","[0, 1, 3]"
myops_training_116_slice_2,3,"[False, True, True]","[0, 1, 3]"
myops_training_116_slice_3,3,"[False, True, True]","[0, 1, 3]"
myops_training_118_slice_0,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_118_slice_1,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_118_slice_2,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_119_slice_0,3,"[False, True, True]","[0, 1, 3]"
myops_training_119_slice_1,3,"[False, True, True]","[0, 1, 3]"
myops_training_119_slice_2,3,"[False, True, True]","[0, 1, 3]"
myops_training_119_slice_3,3,"[False, True, True]","[0, 1, 3]"
myops_training_119_slice_4,3,"[False, True, True]","[0, 1, 3]"
myops_training_121_slice_0,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_121_slice_1,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_121_slice_2,6,"[True, True, True]","[0, 1, 2, 3, 4, 5, 6]"
myops_training_122_slice_0,3,"[False, True, True]","[0, 1, 3]"
myops_training_122_slice_1,3,"[False, True, True]","[0, 1, 3]"
myops_training_122_slice_2,3,"[False, True, True]","[0, 1, 3]"
myops_training_122_slice_3,3,"[False, True, True]","[0, 1, 3]"
myops_training_122_slice_4,3,"[False, True, True]","[0, 1, 3]"
myops_training_123_slice_0,5,"[True, False, True]","[0, 2, 5]"
myops_training_123_slice_1,5,"[True, False, True]","[0, 2, 5]"
myops_training_123_slice_2,5,"[True, False, True]","[0, 2, 5]"
myops_training_124_slice_0,3,"[False, True, True]","[0, 1, 3]"
myops_training_124_slice_1,3,"[False, True, True]","[0, 1, 3]"
myops_training_124_slice_2,3,"[False, True, True]","[0, 1, 3]"
myops_training_124_slice_3,3,"[False, True, True]","[0, 1, 3]"
myops_training_125_slice_0,3,"[False, True, True]","[0, 1, 3]"
myops_training_125_slice_1,3,"[False, True, True]","[0, 1, 3]"
myops_training_125_slice_2,3,"[False, True, True]","[0, 1, 3]"
myops_training_125_slice_3,3,"[False, True, True]","[0, 1, 3]"
