data_name,mask_id,mask,pos_mask_ids
HG_BraTS20_Training_002,2,"[False, False, True, False]",[2]
HG_BraTS20_Training_003,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_004,4,"[False, True, False, True]","[0, 1, 4]"
HG_BraTS20_Training_006,7,"[False, False, True, True]","[0, 2, 7]"
HG_BraTS20_Training_007,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_008,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_009,5,"[False, True, True, False]","[1, 2, 5]"
HG_BraTS20_Training_010,1,"[False, True, False, False]",[1]
HG_BraTS20_Training_011,4,"[False, True, False, True]","[0, 1, 4]"
HG_BraTS20_Training_012,6,"[True, False, True, False]","[2, 3, 6]"
HG_BraTS20_Training_013,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_014,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_015,2,"[False, False, True, False]",[2]
HG_BraTS20_Training_020,14,"[True, True, True, True]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
HG_BraTS20_Training_021,7,"[False, False, True, True]","[0, 2, 7]"
HG_BraTS20_Training_022,4,"[False, True, False, True]","[0, 1, 4]"
HG_BraTS20_Training_024,2,"[False, False, True, False]",[2]
HG_BraTS20_Training_025,2,"[False, False, True, False]",[2]
HG_BraTS20_Training_026,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_027,1,"[False, True, False, False]",[1]
HG_BraTS20_Training_028,2,"[False, False, True, False]",[2]
HG_BraTS20_Training_029,9,"[True, True, False, False]","[1, 3, 9]"
HG_BraTS20_Training_031,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_033,1,"[False, True, False, False]",[1]
HG_BraTS20_Training_034,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_035,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_037,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_038,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_039,1,"[False, True, False, False]",[1]
HG_BraTS20_Training_040,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_041,5,"[False, True, True, False]","[1, 2, 5]"
HG_BraTS20_Training_042,1,"[False, True, False, False]",[1]
